image_name,labels,emotion_name
marcel-duchamp_about-young-sister-1911,7,fear
marcel-duchamp_after-love-1968,0,painting
marcel-duchamp_baptism-1911,0,painting
marcel-duchamp_bare-stripped-bride-1968,7,fear
marcel-duchamp_bride-1912,0,painting
marcel-duchamp_chauvel-1910,2,anger
marcel-duchamp_chess-game-1910,3,awe
marcel-duchamp_church-at-blainville-1902,3,awe
marcel-duchamp_japanese-apple-tree-1911,3,awe
marcel-duchamp_king-and-queen-surrounded-by-swift-nudes-1912,2,anger
marcel-duchamp_landscape-at-blainville-1902,3,awe
marcel-duchamp_laundry-barge-1910,0,painting
marcel-duchamp_man-seated-by-a-window-1907,3,awe
marcel-duchamp_nude-descending-a-staircase-no-2-1912,2,anger
marcel-duchamp_nude-with-black-stockings-1910,3,awe
marcel-duchamp_paradise-adam-and-eve,0,painting
marcel-duchamp_parva-domus-magna-quies-1902,3,awe
marcel-duchamp_play-1902,0,painting
marcel-duchamp_portrait-dulcinea-1911,0,painting
marcel-duchamp_portrait-of-chess-players-1911,3,awe
marcel-duchamp_portrait-of-dr-dumouchel-1910,1,amusement
marcel-duchamp_portrait-of-dr-ferdinand-tribout-1910,6,excitement
marcel-duchamp_portrait-of-gustave-candel-s-mother-1912,0,painting
marcel-duchamp_portrait-of-jacques-villon,2,anger
marcel-duchamp_portrait-of-the-artist-s-father-1910,7,fear
marcel-duchamp_portrait-of-yvonne-duchamp,3,awe
marcel-duchamp_portrait-of-yvonne-duchamp-1901,2,anger
marcel-duchamp_sad-young-man-in-a-train-1911,2,anger
marcel-duchamp_selected-details-after-courbet-1968,7,fear
marcel-duchamp_selected-details-after-cranach-1968,0,painting
marcel-duchamp_selected-details-after-ingres-i-1968,0,painting
marcel-duchamp_selected-details-after-ingres-ii-1968,4,contentment
marcel-duchamp_selected-details-after-rodin-1968,5,disgust
marcel-duchamp_self-portrait-in-profile-1958,3,awe
marcel-duchamp_sonata-1911,2,anger
marcel-duchamp_standing-nude-1910,4,contentment
marcel-duchamp_standing-nude-1910-1,4,contentment
marcel-duchamp_the-bec-auer-1967,5,disgust
marcel-duchamp_the-chess-players-1911,0,painting
marcel-duchamp_to-have-the-apprentice-in-the-sun-1914,2,anger
marcel-duchamp_transition-of-virgin-into-a-bride-1912,0,painting
marcel-duchamp_two-nudes-1910,3,awe
marcel-duchamp_yvonne-and-magdeleine-torn-in-tatters-1911,0,painting
marcel-duchamp_yvonne-in-kimono-1901,7,fear
marcel-janco_abstract-construction,0,painting
marcel-janco_abuse-two-nazi-soldiers-mistreating-jews-1942,1,amusement
marcel-janco_amsterdam,5,disgust
marcel-janco_bel-a-zurich-1917,5,disgust
marcel-janco_caf-concert-1927,6,excitement
marcel-janco_cafe-arab,0,painting
marcel-janco_figures-in-the-shuk,4,contentment
marcel-janco_four-figures-about-to-be-executed-1942,7,fear
marcel-janco_fruit-and-dishes-on-the-table,3,awe
marcel-janco_girl-portrait-1930,0,painting
marcel-janco_jews-forced-to-wash-windows-1941,0,painting
marcel-janco_marina-1930,0,painting
marcel-janco_middle-eastern-figures,0,painting
marcel-janco_on-the-way-to-ein-hod,6,excitement
marcel-janco_soldier,6,excitement
marcel-janco_the-parade,0,painting
marcel-janco_two-nazi-soldiers-abusing-a-jew-and-tearing-out-his-beard-1942,0,painting
marcel-janco_urmuz-1923,4,contentment
marcelle-cahn_heads-and-hands-1938,6,excitement
marcelle-cahn_nu-allonge-1927,1,amusement
marcelle-cahn_nu-sur-fond-bleu-1924,0,painting
marcelle-cahn_personnages-aux-chevaux-1935,0,painting
marcus-larson_burning-steamship-1857,6,excitement
marcus-larson_dramatiskt-forslandskap-med-figurer-och-kvarnbyggnader-1854,2,anger
marcus-larson_entrance-to-harbor-moonlight-1881,3,awe
marcus-larson_fishing-near-the-fjord-by-moonlight-1862,2,anger
marcus-larson_fjord-landscape-in-norway-1860,2,anger
marcus-larson_forslandskap-med,2,anger
marcus-larson_hav-i-mansken-1848,2,anger
marcus-larson_kustlandskap-med-fartyg-vid-horisonten-1859,2,anger
marcus-larson_mountains-and-a-waterfall-1851,2,anger
marcus-larson_nattlig-marin-med-brinnande-fartyg,6,excitement
marcus-larson_night-at-sea-1858,6,excitement
marcus-larson_skepp-p-stormigt-hav-1852,2,anger
marcus-larson_stemship-in-sunset,6,excitement
marcus-larson_stormy-sea-1857,2,anger
marcus-larson_stormy-sea-with-ship-wreck-1857,2,anger
marcus-larson_unknown-title-1850,2,anger
marcus-larson_waterfall-in-sm-land-1856,2,anger
marevna-(marie-vorobieff)_athelhampton-garden,3,awe
marevna-(marie-vorobieff)_black-woman-with-peppers-1938,2,anger
marevna-(marie-vorobieff)_boy-with-grapes,3,awe
marevna-(marie-vorobieff)_claude-lamorrise-with-two-tibetan-dogs,3,awe
marevna-(marie-vorobieff)_cubist-sunflowers,3,awe
marevna-(marie-vorobieff)_dedicated-to-friends-of-montparnasse,0,painting
marevna-(marie-vorobieff)_diego-modi-ehrenburg,3,awe
marevna-(marie-vorobieff)_hasidic-dance-during-the-celebration-of-hanukkah-1970,0,painting
marevna-(marie-vorobieff)_homage-to-friends-from-montparnasse-1961(1),0,painting
marevna-(marie-vorobieff)_homage-to-friends-from-montparnasse-1962,0,painting
marevna-(marie-vorobieff)_homage-to-friends-from-montparnasse-1962(1),0,painting
marevna-(marie-vorobieff)_in-the-caf-rotonde,0,painting
marevna-(marie-vorobieff)_lady-and-the-animals-1966,0,painting
marevna-(marie-vorobieff)_maria-holding-a-bird,3,awe
marevna-(marie-vorobieff)_marika-with-a-bouquet-of-flowers-1970,2,anger
marevna-(marie-vorobieff)_marika-with-her-dog-and-cats-1968,0,painting
marevna-(marie-vorobieff)_modi-kisling-and-chaim-soutine-1914,0,painting
marevna-(marie-vorobieff)_peasant-farmer-with-his-goat-1953,3,awe
marevna-(marie-vorobieff)_peasant-woman-with-chicken-1948,0,painting
marevna-(marie-vorobieff)_port-of-stockholm-1962,0,painting
marevna-(marie-vorobieff)_portrait-of-a-stylist-germinal-rangel,3,awe
marevna-(marie-vorobieff)_portrait-of-a-young-david-1955,0,painting
marevna-(marie-vorobieff)_portrait-of-amedeo-modigliani-1955,3,awe
marevna-(marie-vorobieff)_portrait-of-catherine-dolan,3,awe
marevna-(marie-vorobieff)_portrait-of-david-hodge-and-girlfriend,3,awe
marevna-(marie-vorobieff)_portrait-of-diego-rivera-1960,2,anger
marevna-(marie-vorobieff)_portrait-of-girl,3,awe
marevna-(marie-vorobieff)_portrait-of-henri-matisse-1956,0,painting
marevna-(marie-vorobieff)_portrait-of-ilya-ehrenburg-1956,0,painting
marevna-(marie-vorobieff)_portrait-of-marc-chagall-1956,2,anger
marevna-(marie-vorobieff)_portrait-of-osip-zadkine,3,awe
marevna-(marie-vorobieff)_portrait-of-ossip-zadkine,3,awe
marevna-(marie-vorobieff)_portrait-of-pablo-picasso-1956,0,painting
marevna-(marie-vorobieff)_portrait-of-sergei-diaghilev-1956,0,painting
marevna-(marie-vorobieff)_portrait-of-soutine,7,fear
marevna-(marie-vorobieff)_portrait-of-the-artist-s-daughter-marika-rivera-aged-23-with-a-lover,3,awe
marevna-(marie-vorobieff)_portrait-of-two-girls,3,awe
marevna-(marie-vorobieff)_self-portrait-with-still-life-1917,3,awe
marevna-(marie-vorobieff)_senegal-solgier-1936,6,excitement
marevna-(marie-vorobieff)_still-life-of-fish,3,awe
marevna-(marie-vorobieff)_still-life-with-bottle-and-fruit-1938,0,painting
marevna-(marie-vorobieff)_study-of-a-dead-crow-1955,7,fear
marevna-(marie-vorobieff)_the-atelier-of-diego-rivera-in-rue-du-d-part-diego-rivera-ehrenbourg-and-juan-gris-paris-in,3,awe
marevna-(marie-vorobieff)_the-march-down-rue-de-la-gatti-in-paris,0,painting
marevna-(marie-vorobieff)_two-children-1942,7,fear
margareta-sterian_among-the-muddy-volcanoes,0,painting
margareta-sterian_anxious-flowers,3,awe
margareta-sterian_at-the-clowns,0,painting
margareta-sterian_behind-the-curtain,5,disgust
margareta-sterian_bride-s-run,3,awe
margareta-sterian_circus-scene,5,disgust
margareta-sterian_city-lights,2,anger
margareta-sterian_daughter-of-the-pharaoh,0,painting
margareta-sterian_dream-jungle,2,anger
margareta-sterian_easter-in-the-village,3,awe
margareta-sterian_further,3,awe
margareta-sterian_green-umbrella,0,painting
margareta-sterian_illustration-for-v-voiculescu-s-last-shakespearean-sonnets-1982,0,painting
margareta-sterian_illustration-for-v-voiculescu-s-last-shakespearean-sonnets-1982(3),3,awe
margareta-sterian_in-circus,0,painting
margareta-sterian_landscape-in-apului,3,awe
margareta-sterian_landscape-with-water,4,contentment
margareta-sterian_mountain-hamlet,2,anger
margareta-sterian_parish-in-the-mountains-with-painted-houses,3,awe
margareta-sterian_park-descending-towards-harlem-new-york-1932,2,anger
margareta-sterian_road-of-no-return,2,anger
margareta-sterian_scene-with-two-faces,2,anger
margareta-sterian_seals-in-the-arena,4,contentment
margareta-sterian_suite,5,disgust
margareta-sterian_sunday-in-breaza,3,awe
margareta-sterian_sunset-in-delta,3,awe
margareta-sterian_the-alarm,6,excitement
margareta-sterian_the-circus-in-the-tent,0,painting
margareta-sterian_the-fishermans-legend,2,anger
margareta-sterian_the-red-car,2,anger
margareta-sterian_view-from-the-artist-s-studio,3,awe
margareta-sterian_wedding-in-the-backyard,3,awe
maria-helena-vieira-da-silva_cedar-1932,0,painting
maria-helena-vieira-da-silva_k-k-1933,0,painting
maria-helena-vieira-da-silva_ripolin-the-tree-prisoner-1932,2,anger
maria-helena-vieira-da-silva_sof-harpa,6,excitement
maria-helena-vieira-da-silva_villa-des-cam-lias-1932,0,painting
maria-primachenko_a-bunch-of-red-flowers-on-read-army-day-1970,3,awe
maria-primachenko_a-cow-like-that-gives-5-000-liters-a-day-1978,0,painting
maria-primachenko_a-coward-went-a-hunting-1983,0,painting
maria-primachenko_a-dove-has-spread-her-wings-and-asks-for-peace-1982,4,contentment
maria-primachenko_a-fish-king-has-caught-a-hoopoe-and-is-full-of-joy-1983,0,painting
maria-primachenko_a-hare-s-birthday-party-1977,0,painting
maria-primachenko_an-outer-space-house-where-cosmoc-soldiers-spent-six-months-1978,3,awe
maria-primachenko_an-outer-space-memory-1977,5,disgust
maria-primachenko_another-beast-has-run-into-flowers-1983,0,painting
maria-primachenko_at-the-well-1969,3,awe
maria-primachenko_beaver-1979,6,excitement
maria-primachenko_black-beast-1936,5,disgust
maria-primachenko_black-monkey-1936,0,painting
maria-primachenko_blue-birds-in-flowers-1983,0,painting
maria-primachenko_blue-eyed-flowers-1983,3,awe
maria-primachenko_blue-ox-1947,6,excitement
maria-primachenko_by-beloved-plows-the-field-1983,5,disgust
maria-primachenko_corncob-horse-in-outer-space-1978,5,disgust
maria-primachenko_crane-makes-friends-with-a-fox-1979,2,anger
maria-primachenko_dear-cosmonauts-i-give-you-these-red-poppies-1983,4,contentment
maria-primachenko_dear-friends-i-give-you-the-sun-and-my-sunny-art-1978,3,awe
maria-primachenko_dear-soviet-people-congratulationson-the-anniversary-of-great-october-1976,3,awe
maria-primachenko_dear-taras-hryhorovych-whatever-you-see-here-is-yours-1982,3,awe
maria-primachenko_do-i-love-orchards-do-i-love-forests-1968,0,painting
maria-primachenko_don-t-feast-your-eyes-on-other-people-s-bread-1983,5,disgust
maria-primachenko_dumplings-on-the-shelf-1979,0,painting
maria-primachenko_fairy-bird-peacock-1936,2,anger
maria-primachenko_father-frost-carries-the-new-year-tree-1960,0,painting
maria-primachenko_father-frost-carries-the-new-year-tree-1967,5,disgust
maria-primachenko_flax-blooms-a-bride-goes-to-her-groom-1983,3,awe
maria-primachenko_flax-blooms-and-a-cossack-goes-to-a-girl-1982,3,awe
maria-primachenko_forest-bird-with-it-s-child-1961,3,awe
maria-primachenko_four-drunkards-riding-a-bird-1976,0,painting
maria-primachenko_godfather-brings-a-calf-to-godmother-1983,0,painting
maria-primachenko_green-elephant-1936,3,awe
maria-primachenko_halia-and-cossack-1947,3,awe
maria-primachenko_i-give-my-little-stars-to-children-1983,3,awe
maria-primachenko_i-give-these-flowers-where-ivans-live-1980,2,anger
maria-primachenko_i-give-this-bouquet-of-stars-where-children-are-1982,5,disgust
maria-primachenko_i-give-you-kyiv-these-polissia-flowers-and-this-bright-sun-1982,3,awe
maria-primachenko_ivan-gave-the-landlord-a-ride-in-his-gig-and-fell-inside-1983,4,contentment
maria-primachenko_lamd-has-harnesed-a-wolf-1983,0,painting
maria-primachenko_let-us-go-to-the-betrothal-party-1968,3,awe
maria-primachenko_levanna-doing-exercise-1973,0,painting
maria-primachenko_lilac-1978,3,awe
maria-primachenko_lion-1947,0,painting
maria-primachenko_lion-has-broken-an-oak-1963,0,painting
maria-primachenko_long-necked-and-itching-1977,0,painting
maria-primachenko_lovely-spring-what-did-you-bring-1977,0,painting
maria-primachenko_magpie-in-roses-1983,2,anger
maria-primachenko_maiden-and-cossack-enjoying-a-ride-on-horseback-1982,0,painting
maria-primachenko_maiden-plays-the-lute-and-waits-for-her-beloved-1982,3,awe
maria-primachenko_may-i-give-this-ukrainian-bread-to-all-people-in-this-big-wide-world-1982,5,disgust
maria-primachenko_may-that-nuclear-war-be-cursed-1978,0,painting
maria-primachenko_menagerie-1977,0,painting
maria-primachenko_monkey-riding-a-four-headed-beast-1982,0,painting
maria-primachenko_my-bouquet-to-grain-growers-1983,3,awe
maria-primachenko_my-dear-has-fallen-in-love-with-brigadier-1972,4,contentment
maria-primachenko_my-flowers-to-those-who-love-peace-1983,3,awe
maria-primachenko_october-flowers-1968,5,disgust
maria-primachenko_ola-man-and-old-woman-carry-a-turnip-1983,5,disgust
maria-primachenko_old-woman-sitting-on-the-oven-and-spinning-1969-1,0,painting
maria-primachenko_our-army-our-protectors-1978,3,awe
maria-primachenko_pigeon-and-dove-1982,3,awe
maria-primachenko_pigeons-1968,3,awe
maria-primachenko_poppy-1983,0,painting
maria-primachenko_rat-on-a-journey-1963,0,painting
maria-primachenko_red-poppies-1982,3,awe
maria-primachenko_red-snowball-tree-blooms-over-a-well-1982,0,painting
maria-primachenko_savage-hump-shaker-1977,0,painting
maria-primachenko_seagulls-in-the-boat-1965,3,awe
maria-primachenko_shepherds-1959,3,awe
maria-primachenko_spectacle-cossack-beyond-the-danube-1936,0,painting
maria-primachenko_spectacle-cossack-beyond-the-danube-1936-1,0,painting
maria-primachenko_stars-1978,3,awe
maria-primachenko_sun-bird-rye-and-wheat-1980,3,awe
maria-primachenko_tablecloth-1976,0,painting
maria-primachenko_taras-hryhorovych-shevchenko-arrives-from-his-exile-to-flowering-ukraine-1968,0,painting
maria-primachenko_the-lark-1976,2,anger
maria-primachenko_the-little-elephant-whowanted-to-be-a-sailor-1973,5,disgust
maria-primachenko_the-threat-of-war-1986,2,anger
maria-primachenko_this-bear-wants-to-have-some-flour-milled-1972,3,awe
maria-primachenko_this-beast-has-come-running-from-the-hill-1978,0,painting
maria-primachenko_this-beast-is-making-magic-1983,3,awe
maria-primachenko_this-beast-went-a-cacthing-sparrows-1983,2,anger
maria-primachenko_this-bird-looks-in-all-four-directions-1977,0,painting
maria-primachenko_this-man-does-not-know-how-to-please-a-woman-1978,0,painting
maria-primachenko_this-ukrainian-ram-did-not-gather-his-crop-1976,0,painting
maria-primachenko_three-parrots-on-a-soldier-s-grave-1982,5,disgust
maria-primachenko_tiger-laughs-1982,0,painting
maria-primachenko_two-blue-tomties-two-sisters-walk-on-the-grass-1982,0,painting
maria-primachenko_two-headed-chicken-1977,0,painting
maria-primachenko_two-kites-1982,3,awe
maria-primachenko_two-parrots-took-a-walk-together-in-spring-1980,0,painting
maria-primachenko_two-pigeons-drank-water-by-a-windmill-and-ford-1970,0,painting
maria-primachenko_ukraine-blooming-1979,0,painting
maria-primachenko_ukrainian-bull-three-years-old-went-walking-through-the-woods-and-garners-strength-1983,5,disgust
maria-primachenko_ukrainian-dancers-1983,0,painting
maria-primachenko_ukrainian-dough-looks-into-every-house-1977,2,anger
maria-primachenko_ukrainian-milkmaids-work-hard-like-miners-1970,0,painting
maria-primachenko_ukrainian-wedding-1966,5,disgust
maria-primachenko_ukrainian-wedding-1983,3,awe
maria-primachenko_vania-gives-a-flower-to-halia-1983,3,awe
maria-primachenko_vania-has-brided-a-serpent-by-the-beard-and-rides-through-town-1983,2,anger
maria-primachenko_whila-this-beast-drinks-poison-a-snake-sucks-his-blood-1982,0,painting
maria-primachenko_wild-and-big-eared-1977,4,contentment
maria-primachenko_wild-bull-and-raven-are-friends-1983,0,painting
maria-primachenko_wild-cat-1977,0,painting
maria-primachenko_wild-otter-caught-bird-1987,0,painting
maria-primachenko_years-of-my-youth-come-visit-me-1969,3,awe
maria-primachenko_young-lion-1979,0,painting
maria-primachenko_young-magpie-catches-a-grub-1978,0,painting
marianne-north_a-bush-fire-at-sunset-queensland-1880,3,awe
marianne-north_distant-view-of-mount-fujiyama-japan-and-wistaria-1876,3,awe
marianne-north_exotic-fish-1880,0,painting
marianne-north_fishes-1870,3,awe
marianne-north_gate-of-rajah-s-palace-benares-india-1880,2,anger
marianne-north_in-the-old-palace-kandy-ceylon-sri-lanka-1880,3,awe
marianne-north_life-on-the-coast-of-praslin-seychelles-1883,2,anger
marianne-north_marble-rocks-jabalpur-madhya-pradesh-india-1878,2,anger
marianne-north_mouth-of-the-kuching-river-sarawak-borneo-1876,3,awe
marianne-north_near-suez-red-sea-1880,2,anger
marianne-north_palm-trees-and-boulders-in-the-bay-of-rio-brazil-1873,3,awe
marianne-north_papyrus-or-paper-reed-growing-in-the-ciane-sicily-1870,3,awe
marianne-north_rajput-forts-1878,3,awe
marianne-north_red-sea-1880,3,awe
marianne-north_the-street-of-blood-delhi-1880,5,disgust
marianne-north_the-taj-mahal-at-agra-north-west-india-1878,2,anger
marianne-north_ulwar-india-1878,2,anger
marianne-north_view-of-both-falls-of-niagara-1871,2,anger
marianne-north_wild-pine-apple-in-flower-and-fruit-borneo-1876,2,anger
marie-bracquemond_landscape-in-wintertime,3,awe
marie-bracquemond_le-gouter-1880,2,anger
marie-bracquemond_louise-quivoron-aka-woman-in-the-garden-1877,3,awe
marie-bracquemond_on-the-terrace-at-s-vres-1880,0,painting
marie-bracquemond_pierre-bracquemond-as-child-1878,0,painting
marie-bracquemond_pierre-bracquemond-painting-a-bouquet-of-flowers-1887,3,awe
marie-bracquemond_pots-de-fleurs-s-vres-1880,6,excitement
marie-bracquemond_study-for-the-lady-in-white-drawing,3,awe
marie-bracquemond_the-artist-s-son-and-sister-in-the-garden-at-sevres-1890,3,awe
marie-bracquemond_the-lady-in-white,3,awe
marie-bracquemond_three-ladies-with-parasol-aka-three-graces-1880,3,awe
marie-bracquemond_under-the-lamp-1887,3,awe
marie-bracquemond_woman-with-an-umbrella-1880,2,anger
marie-laurencin_apollinaire-and-his-friends-1909,3,awe
marie-laurencin_girl-s-head-1918,6,excitement
marie-laurencin_girl-with-a-bow-1920,0,painting
marie-laurencin_ile-de-france-1940,0,painting
marie-laurencin_jeune-fille-la-guirlande-de-fleurs-1935,3,awe
marie-laurencin_judith-1930,0,painting
marie-laurencin_les-deux-espagnoles-1915,0,painting
marie-laurencin_portrait-of-andr-salmon-1942,4,contentment
marie-laurencin_portrait-of-baroness-gourgaud-in-black-mantilla-1924,3,awe
marie-laurencin_portrait-of-baroness-gourgaud-with-pink-coat-1923,0,painting
marie-laurencin_portrait-of-doctor-robert-le-masle-1949,3,awe
marie-laurencin_portrait-of-madame-paul-guillaume-1928,3,awe
marie-laurencin_portrait-of-mademoiselle-chanel-1923,7,fear
marie-laurencin_the-blue-plume-1914,3,awe
marie-laurencin_the-kiss-1927,3,awe
marie-laurencin_the-rehearsal-1936,3,awe
marie-laurencin_two-heads-1935,6,excitement
marie-laurencin_woman-with-dove-1919,2,anger
marie-laurencin_woman-with-turban-1941,3,awe
marie-laurencin_young-girl-with-guitar-1940,2,anger
mario-cesariny_a-torre-de-pisa-vai-cair-1978,4,contentment
mario-cesariny_as-grandes-viagens,2,anger
mario-cesariny_heliogabalo,2,anger
mario-cesariny_homenagem-a-luis-bu-uel-1968,4,contentment
mario-cesariny_linha-d-agua,3,awe
mario-cesariny_linha-d-gua,3,awe
mario-cesariny_linha-d-gua-1,3,awe
mario-cesariny_retrato-de-menez-1968,0,painting
mario-cesariny_rumeurs-des-villes-1968,1,amusement
mario-cesariny_sem-t-tulo-1996,0,painting
mario-cesariny_sem-t-tulo-2,3,awe
mario-cesariny_sem-t-tulo-2001,0,painting
mario-cesariny_sem-t-tulo-2004,3,awe
mario-eloy_bailarico-1936,3,awe
mario-eloy_boy-and-greengrocer-1928,6,excitement
mario-eloy_from-my-window-1938,6,excitement
mario-eloy_lisbon-1931,3,awe
mario-eloy_nude-1932,4,contentment
mario-eloy_o-arquitecto-jos-pacheco-1925,0,painting
mario-eloy_retrato-de-matilde-pereira-1923,7,fear
mario-eloy_retrato-do-bailarino-francis-1930,0,painting
mario-eloy_the-poet-and-the-angel-1938,6,excitement
mario-nuzzi_a-flower-piece,3,awe
mario-nuzzi_adoraci-n-de-los-magos-en-una-guirnalda-de-flores-1654,3,awe
mario-nuzzi_fruit-garland-encircling-a-relief,2,anger
mario-nuzzi_glowers-in-a-sculpted-vase-on-a-stone-plinth,2,anger
mario-nuzzi_mirror-decorated-with-putti-flowers-and-acanthus-scrolls,0,painting
mario-nuzzi_natura-morta-con-tralcio-di-fiori,3,awe
mario-nuzzi_natura-morta-di-fiori-in-un-vaso,3,awe
mario-nuzzi_roses-tulips-chrysanthemums-and-other-flowers-in-a-sculpted-urn-on-an-earthen-bank,2,anger
mario-nuzzi_self-portrait-with-flowers-1640,0,painting
mario-nuzzi_spring-1660,3,awe
mario-nuzzi_still-life-with-a-vase-of-flowers,3,awe
mario-nuzzi_the-angel-of-the-annunciation-in-a-garland-of-flowers,2,anger
mario-nuzzi_tulips-lilies-irises-and-other-flowers-in-a-sculpted-urn-with-a-snake-and-a-moth-on-an-earthen,1,amusement
mario-nuzzi_various-flowers-in-a-glass-vase-with-blue-grapes-peaches-and-a-lemon-all-on-a-ledge,2,anger
mario-nuzzi_vase-and-flowers,3,awe
mario-schifano_albero-per-terra-1984,3,awe
mario-schifano_cielo-par-terra-1984,3,awe
mario-schifano_ciro-1961,3,awe
mario-schifano_coca-cola-1962,0,painting
mario-schifano_coca-cola-tutto-1972,0,painting
mario-schifano_compagni-compagni-1972,3,awe
mario-schifano_detail-of-oasis-1980,0,painting
mario-schifano_disegno-n-2-per-l-occhio-del-critico,0,painting
mario-schifano_elemento-per-il-paesaggio-1962,0,painting
mario-schifano_esso,0,painting
mario-schifano_futurismo-rivisitato-1974,0,painting
mario-schifano_grande-angolo-1963,5,disgust
mario-schifano_il-sogno-dada-di-arturo-schwarz-1965,0,painting
mario-schifano_le-stelle,2,anger
mario-schifano_monocromo-blu-1961,0,painting
mario-schifano_non-romantico-1963,0,painting
mario-schifano_o-sole-mio-1979,3,awe
mario-schifano_pesci-1982,0,painting
mario-schifano_propaganda-1962,7,fear
mario-schifano_segni-di-energia,0,painting
mario-schifano_solare-1962,7,fear
mario-schifano_the-exact-time-1973,0,painting
mario-schifano_tutte-stelle-particolare-dell-oasi-1967,2,anger
mario-schifano_untitled-glasses-1973,5,disgust
mario-schifano_when-i-remember-giacomo-balla-1964,2,anger
mario-sironi_composition-with-propeller,0,painting
mario-sironi_saddled-horse,0,painting
mario-sironi_the-lamp-1919,0,painting
mario-sironi_the-plane,3,awe
mario-sironi_the-truck,0,painting
mario-zanini_as-lavadeiras-1966,3,awe
mario-zanini_barco-com-marinheiros-1950,3,awe
mario-zanini_beira-mar,3,awe
mario-zanini_cas-rio-1969,3,awe
mario-zanini_figuras-no-tiet-1940,7,fear
mario-zanini_lerici-1950,7,fear
mario-zanini_marinha-com-barcos,3,awe
mario-zanini_n-feminino,3,awe
mario-zanini_paisagem-1960,3,awe
mario-zanini_paisagem-com-ponte-1962,3,awe
mario-zanini_paisagem-com-riacho-1966,3,awe
mario-zanini_paisagem-da-represa-de-sto-amaro-1940,3,awe
mario-zanini_parati-1964,5,disgust
mario-zanini_vilarejo-com-marinha,3,awe
marjorie-strider_big-bite-2010,0,painting
marjorie-strider_bikini-triptych-1960,0,painting
marjorie-strider_come-hither-1963,5,disgust
marjorie-strider_come-on,4,contentment
marjorie-strider_descending-2010,5,disgust
marjorie-strider_eyeful-2010,3,awe
marjorie-strider_girl-with-pearl-2010,0,painting
marjorie-strider_girl-with-radish-1963,0,painting
marjorie-strider_girl-with-rose-1963,0,painting
marjorie-strider_green-triptych-1963,2,anger
marjorie-strider_in-the-swim,5,disgust
marjorie-strider_itty-bitty-bikini,4,contentment
marjorie-strider_lilli-marlene-1962,5,disgust
marjorie-strider_monokini,5,disgust
marjorie-strider_my-jeans-1971,4,contentment
marjorie-strider_my-sister-1960,3,awe
marjorie-strider_nestle-s-box-1973,4,contentment
marjorie-strider_ooze-1973,0,painting
marjorie-strider_painted-collage-2010,4,contentment
marjorie-strider_pitcher-plant-1968,2,anger
marjorie-strider_plaster-bag-ii-1973,4,contentment
marjorie-strider_plaster-of-paris-bag-1973,4,contentment
marjorie-strider_red-towel,0,painting
marjorie-strider_rosemarie-s-bag-1973,4,contentment
marjorie-strider_smiling-blonde,0,painting
marjorie-strider_splashed-2010,0,painting
marjorie-strider_swirling,0,painting
marjorie-strider_triptych-ii-beach-girl-1963,0,painting
marjorie-strider_veronica,0,painting
marjorie-strider_we-mourn-we-weep-we-love-again-1995,0,painting
marjorie-strider_white-lines,5,disgust
marjorie-strider_white-on-green-1964,3,awe
marjorie-strider_woman-with-parted-lips-1964,0,painting
mark-rothko_black-in-deep-red-1957,6,excitement
mark-rothko_black-on-dark-sienna-on-purple,6,excitement
mark-rothko_black-on-maroon,1,amusement
mark-rothko_black-on-maroon-1,7,fear
mark-rothko_black-on-maroon-2,6,excitement
mark-rothko_black-on-maroon-3,6,excitement
mark-rothko_black-on-maroon-4,6,excitement
mark-rothko_blue-and-gray,3,awe
mark-rothko_blue-orange-red,0,painting
mark-rothko_blue-over-red-1953,0,painting
mark-rothko_cat-newyork,0,painting
mark-rothko_composition-1958,1,amusement
mark-rothko_cubierta,1,amusement
mark-rothko_earth-green,3,awe
mark-rothko_entance-to-subway,7,fear
mark-rothko_four-darks-in-red-1958,6,excitement
mark-rothko_green-and-maroon,5,disgust
mark-rothko_green-and-tangerine-on-red,5,disgust
mark-rothko_lavender-and-mulberry,7,fear
mark-rothko_multiform-1948,3,awe
mark-rothko_no-1-royal-red-and-blue-1954,3,awe
mark-rothko_no-1-untitled,3,awe
mark-rothko_no-10,5,disgust
mark-rothko_no-11,3,awe
mark-rothko_no-14-1960,6,excitement
mark-rothko_no-14-horizontals-white-over-darks-1961,7,fear
mark-rothko_no-16-1957,0,painting
mark-rothko_no-17-1961(1),3,awe
mark-rothko_no-18,3,awe
mark-rothko_no-19,3,awe
mark-rothko_no-2-1964,7,fear
mark-rothko_no-2-no-7-and-no-2-1951,4,contentment
mark-rothko_no-20-1957,6,excitement
mark-rothko_no-21,3,awe
mark-rothko_no-24,4,contentment
mark-rothko_no-3-1967,3,awe
mark-rothko_no-3-no-13,7,fear
mark-rothko_no-301,6,excitement
mark-rothko_no-37-no-19-slate-blue-and-brown-on-plum-1958,0,painting
mark-rothko_no-4-1964,6,excitement
mark-rothko_no-46(1),0,painting
mark-rothko_no-5-1964,6,excitement
mark-rothko_no-5-no-22,3,awe
mark-rothko_no-5-no-24,4,contentment
mark-rothko_no-6-yellow-white-blue-over-yellow-on-gray-1954,0,painting
mark-rothko_no-61-rust-and-blue,3,awe
mark-rothko_no-7-1964,1,amusement
mark-rothko_no-7-dark-over-light-1954,0,painting
mark-rothko_no-8-1952,5,disgust
mark-rothko_no-8-1964,7,fear
